"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ANT","ATG","ARG","ARM","ARB","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BIH","BWA","BVT","BRA","IOT","VGB","BRN","BGR","BFA","BDI","KHM","CMR","CAN","CTE","CPV","CYM","CAF","TCD","NULL","CHL","CHN","CXR","CCK","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CYP","CZE","CSK","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","ATF","GAB","GMB","GEO","DEU","DDR","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JTN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MID","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","NFK","MNP","NOR","PSE","OMN","PCI","PAK","PLW","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SCG","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SJM","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TMP","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UMI","SUN","UZB","VUT","VEN","VNM","WAK","WLF","ESH","YEM","YMD","YUG","ZMB","ZWE","SSD","EUU","KSV","HKG","MAC","SXM","MAF","GGY","HMD","JEY","BLM","SGS"
"ARM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.68181023747,0,0,0,0,0,10245.4544818998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842.04543071241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65040.1969368676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUS",0,0,73126970.986384,0,0,0,0,0,0,279618.244543097,0,0,0,271099.064959142,0,0,15782370.4053343,379872025.835319,0,0,2201398.46315449,0,0,0,0,0,0,2200.78613367144,0,757701.793213975,0,0,191833.413425284,58320.8325422932,0,0,51555035.0098503,2061.83806347037,34773.8885010883,0,0,0,0,0,3397432021.40266,10234961.9984322,0,0,0,175136859.231073,0,0,0,0,0,0,0,1619273.57112305,0,0,38240982.4499962,0,30444.2081824549,0,0,1944592.44907402,63311354.6302051,3170306588.92086,0,0,0,0,37088859.9208465,0,0,263677242.627621,0,1736626.74784534,0,574805.25682842,0,0,0,0,226526.627711994,0,0,0,0,0,0,0,0,497205.598743631,0,0,0,0,0,0,5501.9653341786,0,5877822.5489881,4860702243.25145,2229402335.68277,3644897873.87672,0,0,16190429.0938812,750181072.073516,42704.7753522137,3881611679.48417,0,62713373.8872886,0,312963471.339246,19683.8299325275,725810680.211036,0,0,0,110604072.220275,0,0,85616973.8989953,0,0,0,0,60396753.7124165,1560378580.52708,15051.4178633337,0,905379.366730638,824.73522538815,0,0,125782669.194884,0,0,1856.77340660062,0,0,1487041.28458601,0,0,179077127.271627,78119998.0688594,110407553.54212,0,2309.25863108682,144700.555769331,7938768.64859251,59633087.7239491,698743554.19169,0,0,0,0,0,0,851710.71057068,0,219149991.426979,0,391191293.34695,0,499188.320456412,297357412.991016,0,20407544.5214391,281156332.318322,0,35762.7746721609,1130728.22158923,0,63111695.6591966,2525326029.97101,0,0,0,25903.687844911,0,0,0,0,0,0,137311.961809832,0,0,1992426695.66034,0,0,0,49484.113523289,0,178708913.01113,0,0,15591372.6362318,0,345134075.530905,22393478.2423486,334986510.666039,1398829705.19621,0,0,0,45556.2729669988,2630461.64464153,16505.8960025358,0,841609589.212563,0,75050.9055103216,0,0,7422.61702849335,355174.091433813,21168989.1186694,213836802.941318,0,0,1443.28664442926,90437275.4168764,0,770321615.668148,15802147.9988768,369463414.300774,642430.580239234,0,1467.19075578096,0,0,0,4124.79527641803,0,989693037.834109,0,0,0,859958458.540217,0,0,0,0,0,0,0,20700499.0803601,609915.702262509,0,0,0,0,0,0,0
"AUT",0,4220.3610744861,106905719.348034,0,0,0,0,0,0,0,14911.4235827015,0,0,0,0,0,8081924.87314253,0,0,47977.902484749,10484560.3007979,0,0,0,0,0,2379936.18592441,0,0,0,0,0,0,876447.70002616,0,0,0,0,20311.1282447625,0,0,0,0,0,0,276.137473753732,0,0,0,0,0,0,0,0,0,16044812.7003502,0,5908.50550428054,1986160.66484412,0,0,0,7219772.04235996,0,0,0,0,10128.8665787666,0,0,0,1380.68736876866,0,0,0,0,0,7914118.05256526,0,0,0,0,3376.28885958888,0,70162601.9905478,0,0,0,1343850.303664,0,0,0,0,0,0,0,0,0,0,0,10337416.1159392,0,0,0,0,0,888353.246173021,0,2037460.05205274,376146561.378723,0,181477.547750952,0,0,0,0,0,0,0,0,7232.53880460974,0,0,0,0,0,11597.7738976567,6093.33847342875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36707285.3070189,0,276.137473753732,0,0,0,0,0,0,326718.898296803,0,14010235.4295826,0,4418.1995800597,0,0,0,0,0,0,0,1663281.08302744,107074.273144192,0,0,0,0,0,4077966.13824386,2284241.24565847,0,0,0,0,0,0,0,0,0,0,0,0,1669414.32225867,0,0,0,7540706.66704699,20342376.1646722,0,0,110.454989501493,193232.189409226,0,0,0,0,0,679341.281539192,10669636.2544269,0,0,0,1462452.64313415,0,0,0,0,0,0,0,6627.29937008956,0,0,0,825130.17030661,5636900.80273152,1056208.75159653,0,426908.534423269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030.13960940589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759691.68874334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832087.90592382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18846924.7806525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075283835230114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120454136368182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101633177560654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180681204552274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3217.47649041571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802884.133454504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13364.9023448037,0,0,0,0,0,547218.501562241,0,0,0,0,0,0,3217.47649041571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22522.3354329099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0026987674489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0183516186525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0053975348978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00215901395912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.032385209387,0,0,0,0,0,0,0,0,36.009715562816,0,5.00134938372445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",0,0,0,0,0,0,0,0,0,0,232563.576145428,0,0,0,44884.7701960676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007112.465578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7442.0344366537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.63576145428,0,0,0,0,0,4492714.36296098,0,0,0,0,0,8883302.39437854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9045869.83491627,0,0,0,0,527784.190448664,0,0,11603279.0074295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542723.043718437,0,0,0,0,0,0,0,0,0,0,0,441449.365703992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368485.1865667,0,0,0,0,0,0,0,0,52791.9317850122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL",1248474.52391066,10219.4003230184,6075531.69185711,0,0,2129.04173396216,0,0,0,2560.97338238085,5819.38073949657,0,0,269872.679058734,853.65779412695,0,0,0,0,8516.16693584864,0,0,11283.9211899994,0,0,0,534006.247712389,0,0,27535.6064259106,0,0,0,167662.03654952,0,0,0,1276858.64556539,0,0,27251.7341947156,0,0,0,8817428.90621662,0,0,0,0,11308549.651923,0,4130.34096388659,0,0,659550.051943285,820660.426773054,0,104152.721625429,876483.901037542,0,1112742.93464448,1383718.12943017,432420.46205385,0,0,0,0,410490.168313508,0,0,986401.581113691,42112.4454977715,1277498.88891098,0,0,0,2011766.82339273,58713836.2464092,0,0,0,340.646677433946,0,0,53471211.6747855,0,341701.405303202,0,496149.323421528,0,0,0,0,0,2625.81813855333,8516.16693584864,17458.1422184897,9389595.49205085,0,0,1720526.1046908,495035.74659411,0,0,409755.741180936,184960.500637963,234139.19436068,0,65822.343426214,2680371.68038252,35725.320295885,6613.50063886046,0,49340.7973221408,0,0,0,42580.8346792432,0,0,249140.463708252,534474.636893861,0,0,610578.129265853,0,492323.48865244,2758894.56531309,0,0,20971.0610795273,0,1428292.03523483,112343.910581264,0,0,424427.902570657,0,0,0,0,0,0,0,0,0,10472609.9319025,0,0,0,0,0,316554767.730137,2767.75425415081,5535.50850830162,0,0,4268.28897063475,0,0,0,1795355.51810474,0,5322.6043349054,0,5535.50850830162,0,0,0,0,0,0,0,265204.221441486,1570135.36930161,0,0,0,0,0,2480251.42843245,6032341.89144908,0,0,0,0,0,0,0,0,0,16968102.6577443,176426.591687664,0,78646.8016525622,0,532.26043349054,44142.1319508155,686403.0550294,431173.531962017,0,0,532042.220189622,11253241.5094011,0,0,0,0,0,4865827.99496792,1414314.36349322,123803.7768299,0,1169084.34905686,0,0,55035.7288229218,0,0,0,931924.147789917,10858.112843207,0,0,0,0,0,26719.4737612251,39437816.7713398,614121.417094928,1451.21825001582,0,21290.4173396216,0,0,0,0,0,212.904173396216,0,0,0,0,0,0,0,0,0,0,0,5407.76600426389,0,0,0,0,0,0,0,0
"BLZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110134.80812439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6395065702348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4388897830282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.63400015319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29995.6498153893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56985.303902185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",0,0,0,0,0,0,0,0,0,151797.918361843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83578.2922531786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153910.501865453,0,0,0,26745.900798104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647.16829065054,6383273.94229657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8446.81678732916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.72276355018,0,20597.7063719985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIH",0,614830.3803671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61147.6291007146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473309.85635522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399.93012208452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21022.8761820879,0,0,0,0,0,0,0,0,206147.492200299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192542.41391507,271939.245030182,0,0,0,0,0,0,0,0,0,0,0,0,470438.460232586,0,0,0,0,172.004582561785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24252.6461412117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335.8751313431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BWA",0,0,0,0,0,437453.595562097,0,0,176516.363121548,0,0,0,0,0,203377.548813957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107444.742769638,0,7674.62448354556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10141939.0144396,0,0,0,0,0,3837.31224177278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109363.398890524,0,0,0,0,0,0,0,0,0,0,0,0,0
"BVT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA",0,0,169461772.58105,0,0,3661271.96888603,0,0,0,18717157.4200355,0,0,0,0,0,0,11932290.4104589,0,0,0,89006227.9567477,20310.2815497172,0,0,0,2282367.88914947,0,0,0,0,0,0,0,145589788.779021,0,0,0,6854720.02302956,27935762.5085512,0,41264.9502983467,0,0,0,31774419.9704551,125094578.363979,0,0,0,684964.245264213,0,0,0,1269.39259685733,20310.2815497172,11115603.1827919,9996466.70025143,140347430.555471,0,0,476741334.727617,0,0,0,0,0,419915.071040403,108498008.002394,0,0,0,0,0,0,0,0,0,30811870.9092883,0,0,0,0,0,0,66853524.8159044,0,0,0,28761441.1084406,0,0,0,0,13963.3185654306,0,0,0,0,0,63596569.102552,24869939.7576287,0,0,52986985.7780185,1746406470.17549,0,5235990.5835171,0,209998376.312584,313219478.778183,0,648465262.196607,0,40294329.2020421,51755674.9590669,0,0,16502103.7591452,0,0,0,0,0,0,42905469.7737776,0,0,0,0,0,7025453.32730686,0,0,46775424.67073,0,0,0,0,0,605754.147220316,0,0,0,0,0,0,257992716.989159,157298783.806091,0,0,0,0,262679522.369695,0,0,0,0,0,0,0,0,29544858.8133349,0,19246530.5535508,0,0,0,89388.5054705957,0,9453289.4111992,1397347.37062054,17902651.1868115,0,339856172.480074,249122499.845898,0,0,2214804769.30569,0,0,234189875.375536,0,0,0,0,0,0,0,0,0,0,158845322.269987,26153295.6730515,0,58212749.4034293,0,0,0,212269099.439079,0,0,0,90486874.1173388,1459723239.41779,0,0,0,0,0,0,147627820.229313,0,0,0,0,0,0,0,0,0,84756786.3864403,58777270.1887861,0,0,0,0,0,7616355.58114395,139575756.295308,0,157801560.181636,0,17025482.8427605,0,0,0,0,2570266.13011671,0,0,0,0,30810646.6383145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
