"year","Water_Type","WF_Crop","imports_km3","exports_km3","net_trade_km3"
2017,"Green_Rainfed","Maize",1.62584361768576,0.0096103851747066,1.61623323251106
2018,"Green_Rainfed","Maize",1.55648990847394,0.00192196132714568,1.55456794714679
2017,"Green_Irrigated","Tropical Cereals",1.54332841473928,0.00240216430511911,1.54092625043416
2018,"Green_Irrigated","Soyabean",1.50896372477121,0.0452756093990039,1.46368811537221
2016,"Green_Irrigated","Tropical Cereals",1.46284377518116,0.00331628003123991,1.45952749514992
2018,"Blue_Irrigated","Soyabean",1.3637272470712,0.0548403701657195,1.30888687690548
2020,"Blue_Irrigated","Temperate Cereals",1.18568278484822,3.94330311182526e-05,1.1856433518171
2018,"Blue_Irrigated","Tropical Cereals",1.11908697039903,0.00308014869963087,1.1160068216994
2017,"Green_Rainfed","Pulses",1.8859738034703,0.789093052473261,1.09688075099704
2018,"Green_Irrigated","Tropical Cereals",0.941070981213886,0.00186536505934791,0.939205616154538
2017,"Blue_Irrigated","Temperate Cereals",0.786526772566617,0.00430057628071588,0.782226196285901
2018,"Blue_Irrigated","Temperate Cereals",0.721878713967031,0.00323702109661948,0.718641692870412
2020,"Green_Irrigated","Temperate Cereals",0.71053173316187,2.82987643951288e-05,0.710503434397475
2016,"Blue_Irrigated","Pulses",0.0450285667534059,0.626352263630476,-0.58132369687707
2016,"Blue_Irrigated","Temperate Cereals",0.517968039898722,0.00425339738156686,0.513714642517155
2020,"Green_Rainfed","Groundnut",0.506435573816353,0.030299673338382,0.476135900477971
2016,"Green_Irrigated","Pulses",0.0385029643671948,0.514139310692562,-0.475636346325368
2019,"Blue_Irrigated","Tropical Cereals",0.476870961372318,0.00380368243211604,0.473067278940202
2019,"Green_Rainfed","Groundnut",0.506656233382788,0.0443631809620834,0.462293052420705
2020,"Blue_Irrigated","Maize",0.398248626394002,0.000405353653025549,0.397843272740977
2017,"Blue_Irrigated","Pulses",0.0623339976986012,0.456407840869497,-0.394073843170896
2017,"Green_Irrigated","Temperate Cereals",0.385619408180362,0.00307051021551344,0.382548897964849
2019,"Blue_Irrigated","Temperate Cereals",0.371443649961682,0.00401336464484387,0.367430285316838
2018,"Green_Irrigated","Temperate Cereals",0.350472381988771,0.00228628983811556,0.348186092150655
2018,"Blue_Irrigated","Pulses",0.0608387843127743,0.403766000528552,-0.342927216215778
2019,"Green_Irrigated","Tropical Cereals",0.341240693438981,0.00238051364444381,0.338860179794538
2019,"Blue_Irrigated","Pulses",0.0525133431735506,0.385941018698728,-0.333427675525178
2020,"Green_Irrigated","Maize",0.311128511174415,0.000260217358904694,0.310868293815511
2018,"Green_Rainfed","Sunflower",0.134232628324354,0.424784185789815,-0.290551557465461
2016,"Green_Rainfed","Groundnut",0.315456621399751,0.0260038015097158,0.289452819890035
2017,"Green_Irrigated","Pulses",0.0588737727570058,0.343384800770685,-0.28451102801368
2016,"Green_Irrigated","Temperate Cereals",0.260476210808096,0.00315790749782535,0.257318303310271
2018,"Green_Irrigated","Pulses",0.0610972426821744,0.313999219099167,-0.252901976416993
2019,"Green_Irrigated","Temperate Cereals",0.225230177172458,0.00268403075683277,0.222546146415626
2019,"Green_Irrigated","Pulses",0.0630581356233708,0.285442866118901,-0.222384730495531
2020,"Blue_Irrigated","Pulses",0.120974447161036,0.336024143616255,-0.215049696455219
2019,"Blue_Irrigated","Sunflower",0.0111344664097393,0.197829210911378,-0.186694744501639
2020,"Blue_Irrigated","Sunflower",0.00632292068560773,0.190497998081196,-0.184175077395588
2018,"Blue_Irrigated","Sunflower",0.00442154119337131,0.183373276454503,-0.178951735261131
2020,"Green_Rainfed","Sunflower",0.2334776135993,0.411529280892908,-0.178051667293608
2020,"Green_Irrigated","Pulses",0.0960758583648717,0.256090199806618,-0.160014341441746
2017,"Green_Rainfed","Sunflower",0.115042204178822,0.262589051304592,-0.14754684712577
2016,"Green_Rainfed","Sunflower",0.0823814707937594,0.22626172735368,-0.143880256559921
2018,"Green_Rainfed","Groundnut",0.183609901479336,0.0494198641038236,0.134190037375513
2017,"Blue_Irrigated","Sunflower",0.00451981504893512,0.130218008636544,-0.125698193587609
2017,"Green_Rainfed","Groundnut",0.156756141194212,0.0337923789612652,0.122963762232947
2020,"Blue_Irrigated","Rapeseed",0.111110094964503,6.68853780394765e-05,0.111043209586464
2016,"Green_Rainfed","Pulses",1.28002059737788,1.17782290359488,0.102197693782998
2016,"Blue_Irrigated","Sunflower",0.00293935618153395,0.103904787471255,-0.100965431289721
2019,"Green_Irrigated","Sunflower",0.0052894757409779,0.098433621582089,-0.0931441458411111
2020,"Green_Irrigated","Sunflower",0.0031858231116736,0.088822948148776,-0.0856371250371024
2018,"Blue_Irrigated","Groundnut",0.0209922653538771,0.106244704763212,-0.0852524394093354
2018,"Green_Irrigated","Sunflower",0.00207372304478916,0.0853356628897301,-0.083261939844941
2019,"Green_Rainfed","Sunflower",0.368020810424787,0.442596418437614,-0.0745756080128271
2018,"Green_Irrigated","Groundnut",0.0207432415175273,0.0879498605362696,-0.0672066190187423
2017,"Green_Irrigated","Sunflower",0.00195595479189183,0.0611604464102575,-0.0592044916183657
2019,"Blue_Irrigated","Rapeseed",0.0555864833965694,3.11708927094384e-05,0.05555531250386
2017,"Blue_Irrigated","Groundnut",0.0294101314799101,0.0793988676324502,-0.04998873615254
2016,"Green_Irrigated","Sunflower",0.0012537353704073,0.0505589824489954,-0.0493052470785881
2020,"Green_Irrigated","Groundnut",0.098786081009664,0.0546955867763841,0.04409049423328
2020,"Blue_Irrigated","Groundnut",0.107849540805981,0.0667045065376552,0.0411450342683261
2019,"Blue_Irrigated","Groundnut",0.0647125906121184,0.104135040073687,-0.0394224494615681
2018,"Blue_Irrigated","Rice",0.0421266796653829,0.00307197381038442,0.0390547058549985
2017,"Green_Irrigated","Groundnut",0.0250431890931896,0.0640928886729934,-0.0390496995798038
2017,"Blue_Irrigated","Maize",0.0476301052116785,0.0108020806100635,0.036828024601615
2017,"Green_Irrigated","Maize",0.0438815802442847,0.00724637019286171,0.036635210051423
2020,"Green_Irrigated","Rapeseed",0.0344769598236535,7.3648945653684e-05,0.0344033108779999
2017,"Green_Rainfed","Temperate Roots",5.83490199604964e-05,0.0340215741613901,-0.0339632251414296
2018,"Green_Rainfed","Temperate Roots",4.19661774835154e-05,0.0308810448171679,-0.0308390786396844
2019,"Green_Rainfed","Temperate Roots",0.000120289110720684,0.0289703821786545,-0.0288500930679338
2016,"Green_Rainfed","Temperate Roots",3.79595358114677e-05,0.0283427750862328,-0.0283048155504213
2020,"Green_Rainfed","Temperate Roots",2.56209316402496e-05,0.0282577571156353,-0.0282321361839951
2019,"Blue_Irrigated","Maize",0.0317691390103713,0.00419940970618478,0.0275697293041866
2016,"Blue_Irrigated","Maize",0.0275922284890809,0.000564719182897977,0.027027509306183
2019,"Green_Irrigated","Maize",0.0264712018703052,0.00266285860966173,0.0238083432606435
2016,"Green_Irrigated","Maize",0.0241670417282472,0.000377733180887633,0.0237893085473595
2018,"Blue_Irrigated","Maize",0.0251548190911049,0.0019109973539758,0.0232438217371291
2018,"Green_Irrigated","Maize",0.0228669143318904,0.00121560122733872,0.0216513131045517
2017,"Blue_Irrigated","Temperate Roots",3.74860617464537e-05,0.0215657282102935,-0.021528242148547
2016,"Blue_Irrigated","Rapeseed",0.0212713519740526,0.000516439463470852,0.0207549125105817
2019,"Green_Irrigated","Rapeseed",0.0183507252846081,3.24325326999003e-05,0.0183182927519082
2019,"Blue_Irrigated","Temperate Roots",1.53535684378757e-05,0.0178336928503309,-0.017818339281893
2017,"Green_Irrigated","Temperate Roots",3.5108198403257e-05,0.0171857789475219,-0.0171506707491186
2018,"Blue_Irrigated","Temperate Roots",2.43905074343668e-05,0.0169684981461811,-0.0169441076387468
2020,"Blue_Irrigated","Temperate Roots",1.08524743394435e-05,0.016540247319994,-0.0165293948456546
2016,"Blue_Irrigated","Temperate Roots",2.362240742927e-05,0.0164866328646742,-0.0164630104572449
2017,"Blue_Irrigated","Rapeseed",0.0163005966790972,4.28504623842705e-05,0.016257746216713
2018,"Green_Irrigated","Temperate Roots",1.12490249382648e-05,0.0143595238326152,-0.0143482748076769
2016,"Green_Irrigated","Temperate Roots",1.15934660547803e-05,0.0140173635599347,-0.0140057700938799
2019,"Green_Irrigated","Temperate Roots",2.15639417637973e-05,0.013955857521098,-0.0139342935793342
2020,"Green_Irrigated","Temperate Roots",4.52474450564857e-06,0.0133474102305873,-0.0133428854860817
2018,"Blue_Irrigated","Rapeseed",0.0124655954606659,5.22495509638717e-05,0.012413345909702
2019,"Green_Irrigated","Groundnut",0.0691276030206625,0.0808699837093543,-0.0117423806886917
2017,"Green_Irrigated","Rapeseed",0.0109480331446671,4.32111684914738e-05,0.0109048219761756
2018,"Green_Irrigated","Rapeseed",0.0093801137773336,6.70777452610985e-05,0.00931303603207251
2016,"Green_Irrigated","Rapeseed",0.00935849763796017,0.000658272020296258,0.00870022561766392
2016,"Blue_Irrigated","Groundnut",0.0633128085116418,0.0567015974920869,0.00661121101955488
2019,"Green_Rainfed","Tropical Roots",0.000166699938694116,0.0049490338366164,-0.00478233389792228
2020,"Green_Irrigated","Rice",4.86147260229031e-05,0.00444418976542008,-0.00439557503939718
2016,"Green_Irrigated","Rice",0.000602800643811573,0.00460053898511561,-0.00399773834130404
2020,"Blue_Irrigated","Rice",2.18957017750028e-05,0.0039163173296126,-0.00389442162783759
2020,"Green_Rainfed","Tropical Roots",0.00086893057036318,0.00447428833131757,-0.00360535776095439
2019,"Green_Irrigated","Rice",7.83680560905767e-06,0.00340471822059259,-0.00339688141498353
2019,"Blue_Irrigated","Rice",1.54668872944754e-05,0.00314647883103176,-0.00313101194373728
2019,"Blue_Irrigated","Tropical Roots",5.2526624449196e-05,0.00302099551889795,-0.00296846889444875
2017,"Green_Irrigated","Rice",8.69407746824902e-05,0.00289762726378507,-0.00281068648910258
2017,"Blue_Irrigated","Rice",0.000100984511812334,0.00279447140124262,-0.00269348688943029
2018,"Green_Irrigated","Rice",0.00666645688430244,0.00412699270366948,0.00253946418063296
2019,"Green_Irrigated","Tropical Roots",0.000100002484347013,0.00246509904610257,-0.00236509656175556
2020,"Blue_Irrigated","Tropical Roots",0.000294387585884835,0.00259142001232739,-0.00229703242644256
2018,"Green_Rainfed","Tropical Roots",0.00178271675074576,0.00392549373975593,-0.00214277698901018
2020,"Green_Rainfed","Rice",0.000111675794372112,0.00220458334726827,-0.00209290755289616
2020,"Green_Irrigated","Tropical Roots",0.000660441339554162,0.0021997029073195,-0.00153926156776534
2018,"Blue_Irrigated","Tropical Roots",0.00060469269828445,0.00213231297886071,-0.00152762028057626
2019,"Green_Rainfed","Rice",0.000340322521458724,0.00166272519086026,-0.00132240266940154
2017,"Blue_Irrigated","Tropical Roots",0.0011744664203556,0.00208829528029061,-0.00091382885993501
2017,"Green_Rainfed","Tropical Roots",0.00260261842085085,0.00334013592216717,-0.000737517501316319
2017,"Green_Rainfed","Rice",0.00210857234628739,0.00138912281035507,0.000719449535932321
2016,"Blue_Irrigated","Tropical Roots",0.000596202735460929,0.00127851931415108,-0.000682316578690153
2016,"Green_Rainfed","Tropical Roots",0.00166636830370953,0.00222628940791556,-0.000559921104206027
2018,"Green_Irrigated","Tropical Roots",0.00138020278667064,0.00190082859378687,-0.000520625807116236
2018,"Green_Rainfed","Rice",0.00238373766412451,0.00197389880218763,0.000409838861936877
2016,"Green_Rainfed","Rice",0.00247484308846913,0.00211383773554546,0.000361005352923668
2016,"Green_Irrigated","Groundnut",0.0487500122297051,0.0484637052612881,0.000286306968416937
2016,"Green_Irrigated","Tropical Roots",0.00138412965922162,0.00114279751541606,0.000241332143805555
2017,"Green_Irrigated","Tropical Roots",0.00198689422843219,0.00175241767831711,0.000234476550115088
2016,"Blue_Irrigated","Rice",0.00367505376979723,0.00348278401395624,0.000192269755840989
2020,"Green_Irrigated","Sugar",1.36909178025559e-05,1.31173618119154e-06,1.23791816213643e-05
2020,"Green_Rainfed","Sugar",1.18874851777973e-05,3.71921083459124e-06,8.16827434320611e-06
2019,"Green_Irrigated","Sugar",5.94230859377002e-06,1.24214466568982e-06,4.7001639280802e-06
2020,"Blue_Irrigated","Sugar",5.40083274156849e-06,9.45322279727826e-07,4.45551046184066e-06
2016,"Green_Rainfed","Sugar",1.66055057516215e-06,4.4735349329441e-06,-2.81298435778194e-06
2017,"Green_Rainfed","Sugar",8.0654292020151e-08,2.62792414837903e-06,-2.54726985635888e-06
2018,"Green_Irrigated","Sugar",3.75979106718295e-06,1.4394993387908e-06,2.32029172839214e-06
2019,"Green_Rainfed","Sugar",5.19238787619988e-06,3.19484956312606e-06,1.99753831307382e-06
2019,"Blue_Irrigated","Sugar",2.59863345716236e-06,8.65957105630405e-07,1.73267635153195e-06
2017,"Green_Irrigated","Sugar",9.44867973787213e-08,9.92003154192256e-07,-8.97516356813534e-07
2017,"Blue_Irrigated","Sugar",4.99054118370833e-08,8.51828209289839e-07,-8.01922797452755e-07
2018,"Blue_Irrigated","Sugar",1.40902376464528e-06,7.89424133696337e-07,6.19599630948946e-07
2018,"Green_Rainfed","Sugar",3.22851898472344e-06,3.77607979647099e-06,-5.47560811747554e-07
2016,"Green_Irrigated","Sugar",2.03823525415133e-06,1.66465976078114e-06,3.73575493370187e-07
2016,"Blue_Irrigated","Sugar",7.32953457992614e-07,1.03681200210454e-06,-3.03858544111923e-07
